ROST,2742900
DASH,2741000
VXUS,2737300
SLG,2734600
APO,2733700
INDI,2728300
BNDX,2725300
SMCX,2723500
STZ,2715300
SYY,2710100
PSX,2705500
BTI,2696600
UNH,2693600
DOCU,2691100
IUSB,2687900
WEN,2685000
LAZR,2684900
AVXL,2679700
NTAP,2670100
SVC,2661200
SPOT,2660700
PEG,2657700
FIS,2646100
STI,2632400
IGIB,2631000
UE,2618100
COHR,2610100
EXE,2605400
ARM,2605000
LIN,2600000
DDD,2597900
MHUA,2591100
FTV,2588800
CFG,2582100
PSEC,2573900
IRWD,2563100
BCTX,2556200
DBI,2555500
OUT,2555500
CRNT,2553900
SW,2552000
NUVB,2551800
ZTS,2539500
INVH,2538800
CCCS,2531600
HLF,2527300
WKHS,2526700
ROL,2523800
VSTS,2523500
ADSK,2519900
GNW,2509000
ONON,2507600
MULN,2502300
BF.B,2499500
BUD,2493500
MODG,2487600
RDY,2485900
LGCL,2479000
ING,2478700
NXPI,2476600
APLT,2471800
FANG,2466800
PTIX,2452000
YUMC,2448300
NBIS,2444500
ILMN,2440700
SEM,2438900
ED,2435300
LBTYA,2428000
PTLE,2425300
LOW,2422200
CE,2417400
ADBE,2415700
STX,2412500
BLBD,2410800
DBX,2404600
VIK,2401300
RERE,2395000
SE,2389600
FSLY,2389000
NVST,2382600
EAF,2379100
DHR,2377700
OCGN,2374700
BIGC,2373900
BYON,2371500
REXR,2370900
KWE,2370000
AMBA,2367700
PYXS,2366300
CPB,2366200
WY,2365400
NET,2365100
SRAD,2362300
ERJ,2361900
VCLT,2358300
SAN,2356400
ORC,2354900
BHP,2354100
QRVO,2353800
Z,2350800
BRY,2348800
DD,2347200
PCOR,2346200
HE,2340900
LYV,2338100
TD,2331800
COF,2327400
MA,2326700
GLNG,2326100
LMND,2317600
MLCO,2314800
CZR,2313300
HRL,2312200
LU,2309400
GPK,2307500
KMB,2305100
BWA,2298800
DT,2294200
BNGO,2293200
VGIT,2290200
AAP,2282900
SCZ,2282400
SUPV,2281000
QYLD,2280400
AEP,2277600
SBLK,2277200
SAND,2275100
NEXT,2274500
HCP,2272200
RLJ,2271700
VZIO,2267700
CMS,2265700
LBRT,2264400
CG,2262500
IRT,2257800
DAR,2257400
CTRE,2254400
MCD,2254300
NOV,2241500
SDVY,2237900
DXYZ,2237200
REPL,2236700
OPCH,2231500
SHC,2231500
SMRT,2226400
CXM,2224500
CBRE,2216600
HSIC,2207600
MDU,2206200
STEM,2200800
BHC,2193100
SNRE,2191300
CNM,2190400
STT,2184700
MIR,2179500
EQC,2178300
NTLA,2178000
BDX,2176500
BLRX,2175900
RVNC,2175400
KLG,2169000
MOBX,2168200
WRBY,2166600
AMX,2162700
GFS,2160000
ALGM,2158600
LBTYK,2157800
PSTG,2154300
AGI,2147100
PRMB,2146300
ADMA,2140900
LZ,2139600
ALT,2139100
HAYW,2137100
GBDC,2136900
TAP,2132600
PCAR,2131300
AXP,2130700
LAB,2129000
NAPA,2120300
ANET,2119800
UL,2118600
WTI,2117800
PGR,2114800
JBI,2111700
ACN,2106300
ATUS,2105000
TIGR,2098200
GLE,2097500
ETN,2096100
ENTG,2092400
QXO,2086200
TTE,2075900
MPC,2072200
BCOV,2071200
EMXC,2065000
OPI,2064200
FIVE,2061200
BN,2054300
GOGL,2052400
EIX,2052200
TBBB,2052000
ELF,2050200
NEP,2048200
ADTX,2044300
GEHC,2040800
SONO,2035000
BANC,2020200
BURL,2019800
BDN,2017500
UNIT,2015200
ALL,2010500
GEV,2007900
SNDL,2007700
FAST,2006700
RZLV,1999600
PDM,1999200
ACRS,1997300
LEN,1997200
NTR,1991700
RPRX,1991600
HOLX,1985200
CWAN,1981400
AXTA,1980300
TTEK,1976700
ABR,1973800
CNX,1973800
ALB,1973300
ALKT,1969400
SEAT,1968200
HOLO,1967800
TSSI,1966600
NDAQ,1964900
CTLT,1963900
AMPX,1963200
PD,1962800
DLR,1962600
BERY,1956000
